2026-04-22 05:57:07.509315,cpu-loader-2-deployment-b5f7754c6-mmcfh,648m,0Mi,35h
2026-04-22 05:57:07.509327,cpu-loader-2-deployment-b5f7754c6-zmb9v,235m,1Mi,35h
2026-04-22 05:57:07.509338,cpu-loader-deployment-6df58f49b6-r46b4,230m,0Mi,35h
2026-04-22 05:57:07.509350,ml-pod-1776708350,232m,0Mi,35h
2026-04-22 05:57:07.509360,ml-pod-1776708681,238m,0Mi,35h
2026-04-22 05:57:07.509370,ml-pod-1776708980,241m,0Mi,35h
2026-04-22 05:57:07.509380,ml-pod-1776709365,237m,0Mi,35h
2026-04-22 05:57:07.509390,ml-pod-1776709635,236m,0Mi,35h
2026-04-22 05:57:07.509400,ml-pod-1776709823,239m,0Mi,35h
2026-04-22 05:57:07.509409,ml-pod-1776709890,238m,1Mi,35h
2026-04-22 05:57:07.509419,ml-pod-1776710501,237m,0Mi,35h
2026-04-22 05:57:07.509429,ml-pod-1776710648,236m,0Mi,35h
2026-04-22 05:57:07.509438,ml-pod-1776710926,238m,0Mi,35h
2026-04-22 05:57:07.509448,ml-pod-1776710980,232m,0Mi,35h
2026-04-22 05:57:16.281353,cpu-loader-2-deployment-b5f7754c6-fkcnh,1396m,228Mi,35h
2026-04-22 05:57:16.281393,cpu-loader-2-deployment-b5f7754c6-lqpht,1398m,259Mi,35h
2026-04-22 05:57:16.281405,cpu-loader-2-deployment-b5f7754c6-mgcgg,1303m,79Mi,35h
2026-04-22 05:57:16.281416,cpu-loader-2-deployment-b5f7754c6-mmcfh,648m,0Mi,35h
2026-04-22 05:57:16.281427,cpu-loader-2-deployment-b5f7754c6-zmb9v,235m,1Mi,35h
2026-04-22 05:57:16.281438,cpu-loader-deployment-6df58f49b6-r46b4,230m,0Mi,35h
2026-04-22 05:57:16.281449,ml-pod-1776708350,232m,0Mi,35h
2026-04-22 05:57:16.281460,ml-pod-1776708681,238m,0Mi,35h
2026-04-22 05:57:16.281469,ml-pod-1776708980,241m,0Mi,35h
